Timestamp,Phase A Voltage V,Phase A current A,Phase A Active Power W,Phase A Power Factor,Phase A Energy Consumed Kw.h,Phase B Voltage V,Phase B current A,Phase B Active Power W,Phase B Power Factor,Phase B Energy Consumed Kw.h,Phase C Voltage V,Phase C current A,Phase C Active Power W,Phase C Power Factor,Phase C Energy Consumed Kw.h,Total Energy Consumed Kw.h,Total Current A,Total Active Power,Frequency,id1,id2,id3,err,elapsed time
09/10/24 21:00:00,241.5,1.712,267.0,0.65,283.62,240.6,1.965,279.0,0.59,327.55,241.0,1.703,220.0,0.54,389.22,100040.0,5.38,765.0,50.0,419.0,0.0,0.0,4,0.03530240058898926
09/10/24 21:00:01,241.5,1.712,267.0,0.65,283.62,240.6,1.965,279.0,0.59,327.55,241.0,1.703,220.0,0.54,389.22,100040.0,5.38,765.0,50.0,419.0,0.0,0.0,0,0.03527045249938965
09/10/24 21:00:02,241.5,1.712,264.0,0.65,283.62,240.6,1.965,281.0,0.59,327.55,241.0,1.703,217.0,0.54,389.22,100040.0,5.38,761.0,50.0,419.0,0.0,0.0,4,0.03205990791320801
09/10/24 21:00:03,241.5,1.712,264.0,0.65,283.62,240.6,1.965,281.0,0.59,327.55,241.0,1.703,217.0,0.54,389.22,100040.0,5.38,761.0,50.0,419.0,0.0,0.0,0,0.046471595764160156
09/10/24 21:00:04,241.5,1.712,264.0,0.65,283.62,240.6,1.965,281.0,0.6,327.55,241.0,1.703,217.0,0.54,389.22,100040.0,5.38,761.0,50.0,426.0,0.0,0.0,2,0.032717227935791016
09/10/24 21:00:05,241.5,1.712,264.0,0.65,283.62,240.6,1.965,281.0,0.6,327.55,241.0,1.703,217.0,0.54,389.22,100040.0,5.38,761.0,50.0,426.0,0.0,0.0,0,0.16588616371154785
09/10/24 21:00:06,241.5,1.712,264.0,0.65,283.62,240.6,1.965,281.0,0.6,327.55,241.0,1.703,217.0,0.54,389.22,100040.0,5.38,761.0,50.0,426.0,0.0,0.0,0,0.03872966766357422
09/10/24 21:00:07,241.5,1.712,264.0,0.65,283.62,240.6,1.965,281.0,0.6,327.55,241.0,1.703,217.0,0.54,389.22,100040.0,5.38,761.0,50.0,426.0,0.0,0.0,0,0.041574954986572266
09/10/24 21:00:08,241.5,1.712,264.0,0.65,283.62,240.6,1.965,281.0,0.6,327.55,241.0,1.703,217.0,0.54,389.22,100040.0,5.38,761.0,50.0,426.0,0.0,0.0,0,0.03886818885803223
09/10/24 21:00:09,241.5,1.712,264.0,0.65,283.62,240.6,1.965,281.0,0.6,327.55,241.0,1.703,217.0,0.54,389.22,100040.0,5.38,761.0,50.0,426.0,0.0,0.0,0,0.04463768005371094
09/10/24 21:00:10,241.7,1.712,264.0,0.65,283.62,240.7,1.965,281.0,0.6,327.55,241.1,1.703,217.0,0.54,389.22,100040.0,5.38,761.0,50.0,426.0,0.0,0.0,3,0.0360715389251709
09/10/24 21:00:11,241.7,1.712,264.0,0.65,283.62,240.7,1.965,281.0,0.6,327.55,241.1,1.703,217.0,0.54,389.22,100040.0,5.38,761.0,50.0,426.0,0.0,0.0,0,0.04621481895446777
