Timestamp,Phase A Voltage V,Phase A current A,Phase A Active Power W,Phase A Power Factor,Phase A Energy Consumed Kw.h,Phase B Voltage V,Phase B current A,Phase B Active Power W,Phase B Power Factor,Phase B Energy Consumed Kw.h,Phase C Voltage V,Phase C current A,Phase C Active Power W,Phase C Power Factor,Phase C Energy Consumed Kw.h,Total Energy Consumed Kw.h,Total Current A,Total Active Power,Frequency,id1,id2,id3,err,elapsed time
09/11/24 18:00:00,241.6,1.833,6.0,0.02,1.06,240.8,1.956,357.0,0.76,16.67,241.0,2.104,-424.0,0.84,0.0,1774.0,5.893,-62.0,50.0,383.0,10.0,1.0,0,0.037963151931762695
09/11/24 18:00:02,241.6,1.833,6.0,0.02,1.06,240.8,1.956,357.0,0.76,16.67,241.0,2.104,-424.0,0.84,0.0,1774.0,5.893,-62.0,50.0,383.0,10.0,1.0,0,0.04411911964416504
09/11/24 18:00:03,241.6,1.833,6.0,0.02,1.06,240.8,1.956,357.0,0.76,16.67,241.0,2.104,-424.0,0.84,0.0,1774.0,5.893,-62.0,50.0,383.0,10.0,1.0,0,0.0416102409362793
09/11/24 18:00:04,241.6,1.833,6.0,0.02,1.06,240.8,1.956,357.0,0.76,16.67,241.0,2.104,-424.0,0.84,0.0,1774.0,5.893,-62.0,50.0,383.0,10.0,1.0,0,0.04093503952026367
09/11/24 18:00:05,241.6,1.835,6.0,0.02,1.06,240.8,1.966,357.0,0.76,16.67,241.0,2.097,-424.0,0.84,0.0,1774.0,5.898,-62.0,50.0,383.0,10.0,1.0,4,0.04522395133972168
09/11/24 18:00:06,241.6,1.835,6.0,0.02,1.06,240.8,1.966,357.0,0.76,16.67,241.0,2.097,-424.0,0.84,0.0,1774.0,5.898,-62.0,50.0,383.0,10.0,1.0,0,0.045023441314697266
09/11/24 18:00:07,241.6,1.835,8.0,0.02,1.06,240.8,1.966,359.0,0.76,16.67,241.0,2.097,-421.0,0.84,0.0,1774.0,5.898,-54.0,50.0,383.0,10.0,1.0,4,0.03293204307556152
09/11/24 18:00:08,241.6,1.835,8.0,0.02,1.06,240.8,1.966,359.0,0.76,16.67,241.0,2.097,-421.0,0.84,0.0,1774.0,5.898,-54.0,50.0,383.0,10.0,1.0,0,0.029080867767333984
09/11/24 18:00:09,241.6,1.835,8.0,0.02,1.06,240.8,1.966,359.0,0.76,16.67,241.0,2.097,-421.0,0.83,0.0,1774.0,5.898,-54.0,50.0,376.0,10.0,1.0,2,0.027852773666381836
09/11/24 18:00:10,241.5,1.835,8.0,0.02,1.06,240.8,1.966,359.0,0.76,16.67,240.9,2.097,-421.0,0.83,0.0,1774.0,5.898,-54.0,50.0,376.0,10.0,1.0,2,0.04675149917602539
09/11/24 18:00:11,241.5,1.835,8.0,0.02,1.06,240.8,1.966,359.0,0.76,16.67,240.9,2.097,-421.0,0.83,0.0,1774.0,5.898,-54.0,50.0,376.0,10.0,1.0,0,0.024173974990844727
09/11/24 18:00:12,241.5,1.835,8.0,0.02,1.06,240.8,1.966,359.0,0.76,16.67,240.9,2.097,-421.0,0.83,0.0,1774.0,5.898,-54.0,50.0,376.0,10.0,1.0,0,0.050649404525756836
09/11/24 18:00:13,241.5,1.835,8.0,0.02,1.06,240.8,1.966,359.0,0.76,16.67,240.9,2.097,-421.0,0.83,0.0,1774.0,5.898,-54.0,50.0,376.0,10.0,1.0,0,0.049516916275024414
09/11/24 18:00:14,241.5,1.835,8.0,0.02,1.06,240.8,1.966,359.0,0.76,16.67,240.9,2.097,-421.0,0.83,0.0,1774.0,5.898,-54.0,50.0,376.0,10.0,1.0,0,0.030327320098876953
09/11/24 18:00:15,241.5,1.835,8.0,0.02,1.06,240.8,1.966,359.0,0.76,16.67,240.9,2.097,-421.0,0.83,0.0,1774.0,5.898,-54.0,50.0,376.0,10.0,1.0,0,0.03324246406555176
09/11/24 18:00:16,241.5,1.835,8.0,0.02,1.06,240.8,1.966,359.0,0.76,16.67,240.9,2.097,-421.0,0.83,0.0,1774.0,5.898,-54.0,50.0,376.0,10.0,1.0,0,0.03411984443664551
09/11/24 18:00:17,241.5,1.835,8.0,0.02,1.06,240.8,1.966,359.0,0.76,16.67,240.9,2.097,-421.0,0.83,0.0,1774.0,5.898,-54.0,50.0,376.0,10.0,1.0,0,0.03717231750488281
