Timestamp,Phase A Voltage V,Phase A current A,Phase A Active Power W,Phase A Power Factor,Phase A Energy Consumed Kw.h,Phase B Voltage V,Phase B current A,Phase B Active Power W,Phase B Power Factor,Phase B Energy Consumed Kw.h,Phase C Voltage V,Phase C current A,Phase C Active Power W,Phase C Power Factor,Phase C Energy Consumed Kw.h,Total Energy Consumed Kw.h,Total Current A,Total Active Power,Frequency,id1,id2,id3,err,elapsed time
09/11/24 02:00:00,243.2,1.704,265.0,0.64,284.95,242.7,2.028,292.0,0.59,328.98,242.7,1.746,215.0,0.5,390.29,100423.0,5.478,771.0,50.0,405.0,0.0,0.0,0,0.02743220329284668
09/11/24 02:00:01,243.2,1.704,265.0,0.64,284.95,242.7,2.028,292.0,0.59,328.98,242.7,1.746,215.0,0.5,390.29,100423.0,5.478,771.0,50.0,405.0,0.0,0.0,0,0.031958818435668945
09/11/24 02:00:02,243.2,1.704,265.0,0.64,284.95,242.7,2.028,292.0,0.59,328.98,242.7,1.746,215.0,0.5,390.29,100423.0,5.478,771.0,50.0,405.0,0.0,0.0,0,0.02805924415588379
09/11/24 02:00:03,243.2,1.704,265.0,0.64,284.95,242.7,2.028,292.0,0.6,328.98,242.7,1.746,215.0,0.51,390.29,100423.0,5.478,771.0,50.0,412.0,0.0,0.0,3,0.034075260162353516
09/11/24 02:00:04,243.2,1.704,265.0,0.64,284.95,242.7,2.028,292.0,0.6,328.98,242.7,1.746,215.0,0.51,390.29,100423.0,5.478,771.0,50.0,412.0,0.0,0.0,0,0.03224039077758789
09/11/24 02:00:05,243.2,1.704,265.0,0.64,284.95,242.7,2.028,292.0,0.6,328.98,242.7,1.746,215.0,0.51,390.29,100423.0,5.478,771.0,50.0,412.0,0.0,0.0,0,0.03450822830200195
09/11/24 02:00:06,243.2,1.704,265.0,0.64,284.95,242.7,2.028,292.0,0.6,328.98,242.7,1.746,215.0,0.51,390.29,100423.0,5.478,771.0,50.0,412.0,0.0,0.0,0,0.03389549255371094
09/11/24 02:00:07,243.2,1.704,265.0,0.64,284.95,242.7,2.028,292.0,0.6,328.98,242.7,1.746,215.0,0.51,390.29,100423.0,5.478,771.0,50.0,412.0,0.0,0.0,0,0.03821110725402832
09/11/24 02:00:08,243.2,1.704,265.0,0.64,284.95,242.7,2.028,292.0,0.6,328.98,242.7,1.746,215.0,0.51,390.29,100423.0,5.478,771.0,50.0,412.0,0.0,0.0,0,0.03446149826049805
09/11/24 02:00:09,243.3,1.704,265.0,0.64,284.95,242.7,2.028,292.0,0.6,328.98,242.8,1.746,215.0,0.51,390.29,100423.0,5.478,771.0,50.0,412.0,0.0,0.0,2,0.037169456481933594
09/11/24 02:00:10,243.3,1.704,265.0,0.64,284.95,242.7,2.028,292.0,0.6,328.98,242.8,1.746,215.0,0.51,390.29,100423.0,5.478,771.0,50.0,412.0,0.0,0.0,0,0.03702855110168457
09/11/24 02:00:11,243.3,1.709,265.0,0.64,284.95,242.7,2.034,292.0,0.6,328.98,242.8,1.753,215.0,0.51,390.29,100423.0,5.496,771.0,50.0,412.0,0.0,0.0,4,0.035176753997802734
09/11/24 02:00:12,243.3,1.709,265.0,0.64,284.95,242.7,2.034,292.0,0.6,328.98,242.8,1.753,215.0,0.51,390.29,100423.0,5.496,771.0,50.0,412.0,0.0,0.0,0,0.037036895751953125
09/11/24 02:00:13,243.3,1.709,265.0,0.64,284.95,242.7,2.034,292.0,0.6,328.98,242.8,1.753,215.0,0.51,390.29,100423.0,5.496,772.0,50.0,412.0,0.0,0.0,1,0.03651595115661621
09/11/24 02:00:14,243.3,1.709,265.0,0.64,284.95,242.7,2.034,292.0,0.6,328.98,242.8,1.753,215.0,0.51,390.29,100423.0,5.496,772.0,50.0,412.0,0.0,0.0,0,0.03708791732788086
09/11/24 02:00:15,243.3,1.709,265.0,0.64,284.95,242.7,2.034,292.0,0.6,328.98,242.8,1.753,215.0,0.51,390.29,100423.0,5.496,772.0,50.0,412.0,0.0,0.0,0,0.03585958480834961
09/11/24 02:00:16,243.3,1.709,265.0,0.64,284.95,242.7,2.034,292.0,0.6,328.98,242.8,1.753,215.0,0.51,390.29,100423.0,5.496,772.0,50.0,412.0,0.0,0.0,0,0.040838003158569336
09/11/24 02:00:17,243.3,1.709,265.0,0.64,284.95,242.7,2.034,292.0,0.6,328.98,242.8,1.753,215.0,0.51,390.29,100423.0,5.496,772.0,50.0,412.0,0.0,0.0,0,0.03626060485839844
09/11/24 02:00:18,243.3,1.709,265.0,0.64,284.95,242.7,2.034,292.0,0.6,328.98,242.8,1.753,215.0,0.51,390.29,100423.0,5.496,772.0,50.0,405.0,0.0,0.0,1,0.03330278396606445
09/11/24 02:00:19,243.3,1.709,265.0,0.64,284.95,242.7,2.034,292.0,0.6,328.98,242.8,1.753,215.0,0.51,390.29,100423.0,5.496,772.0,50.0,405.0,0.0,0.0,0,0.03841757774353027
