Timestamp,Phase A Voltage V,Phase A current A,Phase A Active Power W,Phase A Power Factor,Phase A Energy Consumed Kw.h,Phase B Voltage V,Phase B current A,Phase B Active Power W,Phase B Power Factor,Phase B Energy Consumed Kw.h,Phase C Voltage V,Phase C current A,Phase C Active Power W,Phase C Power Factor,Phase C Energy Consumed Kw.h,Total Energy Consumed Kw.h,Total Current A,Total Active Power,Frequency,id1,id2,id3,err,elapsed time
09/11/24 13:00:00,241.8,6.677,-232.0,0.17,0.98,241.3,6.608,1086.0,0.82,13.14,242.2,6.501,-795.0,0.6,0.0,1413.0,19.786,57.0,50.0,383.0,10.0,1.0,0,0.04196524620056152
09/11/24 13:00:01,241.8,6.677,-372.0,0.17,0.98,241.3,6.608,1328.0,0.82,13.14,242.2,6.501,-899.0,0.6,0.0,1413.0,19.786,54.0,50.0,383.0,10.0,1.0,4,0.04536938667297363
09/11/24 13:00:02,241.8,6.677,-372.0,0.17,0.98,241.3,6.608,1328.0,0.82,13.14,242.2,6.501,-899.0,0.6,0.0,1413.0,19.786,54.0,50.0,383.0,10.0,1.0,0,0.042845964431762695
09/11/24 13:00:03,241.8,6.677,-372.0,0.23,0.98,241.3,6.608,1328.0,0.84,13.14,242.2,6.501,-899.0,0.57,0.0,1413.0,19.786,54.0,50.0,376.0,10.0,1.0,4,0.047487497329711914
09/11/24 13:00:04,241.8,6.677,-372.0,0.23,0.98,241.3,6.608,1328.0,0.84,13.14,242.2,6.501,-899.0,0.57,0.0,1413.0,19.786,54.0,50.0,376.0,10.0,1.0,0,0.054506540298461914
09/11/24 13:00:05,241.8,6.677,-372.0,0.23,0.98,241.1,6.608,1328.0,0.84,13.14,242.1,6.501,-899.0,0.57,0.0,1413.0,19.786,54.0,50.0,376.0,10.0,1.0,2,0.04239535331726074
09/11/24 13:00:06,241.8,6.677,-372.0,0.23,0.98,241.1,6.608,1328.0,0.84,13.14,242.1,6.501,-899.0,0.57,0.0,1413.0,19.786,54.0,50.0,376.0,10.0,1.0,0,0.045186519622802734
09/11/24 13:00:07,241.8,6.677,-372.0,0.23,0.98,241.1,6.608,1328.0,0.84,13.14,242.1,6.501,-899.0,0.57,0.0,1413.0,19.786,54.0,50.0,376.0,10.0,1.0,0,0.02697467803955078
09/11/24 13:00:08,241.8,6.677,-372.0,0.23,0.98,241.1,6.608,1328.0,0.84,13.14,242.1,6.501,-899.0,0.57,0.0,1413.0,19.786,54.0,50.0,376.0,10.0,1.0,0,0.04681205749511719
09/11/24 13:00:09,241.8,6.677,-372.0,0.23,0.98,241.1,6.608,1328.0,0.84,13.14,242.1,6.501,-899.0,0.57,0.0,1413.0,19.786,54.0,50.0,376.0,10.0,1.0,0,0.04712033271789551
09/11/24 13:00:10,241.8,6.669,-372.0,0.23,0.98,241.1,6.609,1328.0,0.84,13.14,242.1,6.537,-899.0,0.57,0.0,1413.0,19.815,54.0,50.0,376.0,10.0,1.0,4,0.04875922203063965
